"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","Totalt, andel svar, procent","Enskild","Offentlig","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"1","162","Tallgården/Lärkträdet äb","Lärkträdet äldreboende","","","40% - 60%","100","0","22","44","22","100","78","33","88","71","x","75","x","x","100","x","89","100","x","33","38","x","x","100","25","88","100"
"1","162","Tallgården/Lärkträdet äb","Tallgården C + B1","","","40% - 60%","100","0","14","29","0","x","x","x","43","x","x","x","x","71","100","71","x","86","x","x","43","86","43","86","57","x","x"
"1","162","Tallgården/Lärkträdet äb","Tallgården Vån B2 + B3","","","60% - 80%","100","0","30","50","10","88","78","78","75","90","70","80","22","50","100","80","80","90","67","40","20","70","50","90","33","88","100"
"1","162","Tallgården/Lärkträdet äb","Tallgården Vån D1 + E1","","","60% - 80%","100","0","36","36","9","x","50","38","50","64","18","55","50","55","91","55","55","90","57","40","20","78","x","64","30","100","60"
"1","163","Bergkälla","","","","40% - 60%","100","0","29","50","4","94","79","71","48","65","75","68","44","45","88","71","75","74","60","43","33","96","37","70","50","89","83"
"1","163","Bergkälla","Särskilt boende för äldre","","","40% - 60%","100","0","29","50","4","94","79","71","48","65","75","68","44","45","88","71","75","74","60","43","33","96","37","70","50","89","83"
"25","2583","Klippan äldreboende Vardaga","","","","20% - 40%","100","0","33","36","8","100","83","75","29","67","67","83","64","36","100","64","82","100","50","25","8","82","67","75","42","89","75"
"1","163","Gabriels gård","Särskilt boende för äldre","","","40% - 60%","100","0","44","29","0","100","89","67","x","100","86","75","x","x","100","100","100","100","88","38","43","100","x","89","78","88","100"
"1","163","Gillbogården","","","","40% - 60%","100","0","18","27","0","90","100","89","86","100","75","73","80","67","91","90","90","90","88","67","36","91","78","91","50","x","91"
"1","163","Gillbogården","Särskilt boende för äldre","","","40% - 60%","100","0","18","27","0","90","100","89","86","100","75","73","80","67","91","90","90","90","88","67","36","91","78","91","50","x","91"
"1","163","Lenalundsgården","","","","40% - 60%","100","0","18","47","12","73","80","69","36","63","67","75","58","57","100","92","94","100","83","54","33","86","73","100","29","86","94"
"1","163","Lenalundsgården","Särskilt boende för äldre","","","40% - 60%","100","0","18","47","12","73","80","69","36","63","67","75","58","57","100","92","94","100","83","54","33","86","73","100","29","86","94"
"1","163","Minerva","","","","60% - 80%","100","0","31","33","6","85","94","56","73","79","71","80","11","50","100","85","93","93","92","93","21","93","54","93","47","87","100"
"1","163","Minerva","Särskilt boende för äldre","","","60% - 80%","100","0","31","33","6","85","94","56","73","79","71","80","11","50","100","85","93","93","92","93","21","93","54","93","47","87","100"
"1","163","Norrgården","","","","60% - 80%","100","0","21","45","14","100","83","87","93","83","82","70","45","60","97","77","96","90","76","64","50","75","63","88","50","95","97"
"1","163","Norrgården","Särskilt boende för äldre","","","60% - 80%","100","0","21","46","14","100","83","90","93","82","82","73","47","63","97","77","96","89","79","64","50","78","65","88","50","95","96"
"1","163","Ribbings backe","","","","60% - 80%","100","0","30","42","22","95","84","81","68","85","78","73","69","57","96","78","85","89","81","68","43","85","67","88","62","88","92"
"1","163","Ribbings backe","Särskilt boende för äldre","","","60% - 80%","100","0","30","42","22","95","84","81","68","85","78","73","69","57","96","78","85","89","81","68","43","85","67","88","62","88","92"
"3","380","Vardaga äldreomsorg AB","Lillsjögården","","","60% - 80%","100","0","18","41","5","86","68","45","52","82","55","64","35","45","100","70","95","91","65","50","29","67","53","95","57","77","90"
"1","163","Rådans äldreboende","","","","40% - 60%","100","0","25","38","13","70","83","72","65","65","64","68","41","33","92","61","86","83","60","55","33","86","44","75","42","67","79"
"1","163","Rådans äldreboende","Särskilt boende för äldre","","","40% - 60%","100","0","25","38","13","70","83","72","65","65","64","68","41","33","92","61","86","83","60","55","33","86","44","75","42","67","79"
"1","163","Soltorp","","","","40% - 60%","100","0","14","31","7","83","67","57","14","93","77","69","40","40","87","70","87","80","50","23","33","77","43","79","47","82","80"
"1","163","Soltorp","Särskilt boende för äldre","","","40% - 60%","100","0","14","31","7","83","67","57","14","93","77","69","40","40","87","70","87","80","50","23","33","77","43","79","47","82","80"
"1","163","Tors backe servicehus","","","","60% - 80%","100","0","37","43","14","94","85","64","56","72","56","77","35","33","92","82","89","84","57","70","36","74","48","74","50","94","87"
"1","163","Tors backe servicehus","Särskilt boende för äldre","","","60% - 80%","100","0","37","43","14","94","85","64","56","72","56","77","35","33","92","82","89","84","57","70","36","74","48","74","50","94","87"
"1","163","Ulricas gård","","","","40% - 60%","100","0","33","33","29","83","67","50","45","67","50","65","48","64","91","82","83","79","68","55","18","83","50","87","61","100","68"
"1","163","Ulricas gård","Särskilt boende för äldre","","","40% - 60%","100","0","33","33","29","83","67","50","45","67","50","65","48","64","91","82","83","79","68","55","18","83","50","87","61","100","68"
"1","180","Brommagården","","","","40% - 60%","0","100","25","31","6","93","88","81","100","100","76","76","60","65","94","93","88","88","86","81","29","88","71","88","63","92","94"
"1","180","Brommagården","Sjukhem","","","60% - 80%","0","100","20","20","0","89","82","70","100","100","64","73","40","45","91","90","91","82","78","70","22","91","67","82","55","88","91"
"1","180","Ersta Hannahemmet - Hannakoti","","","","40% - 60%","100","0","25","43","0","86","88","86","71","57","x","86","43","x","88","86","75","100","x","x","x","100","x","100","38","x","88"
"1","180","Josephinahemmet","","","","40% - 60%","100","0","29","29","21","100","93","92","71","69","69","79","82","77","100","85","92","77","80","73","29","83","55","77","69","80","83"
"1","180","Mälarbacken - demensinriktning","","","","40% - 60%","0","100","28","31","17","89","69","57","58","68","77","86","47","60","95","79","84","84","62","43","31","81","62","84","35","94","85"
"1","180","Mälarbacken - demensinriktning","Enh 3A","","","40% - 60%","0","100","36","27","9","75","55","45","0","64","70","73","43","50","82","67","70","80","40","40","22","63","57","82","27","x","73"
"1","180","Mälarbacken - demensinriktning","Enh 5A","","","20% - 40%","0","100","14","x","0","x","x","57","x","86","57","100","x","x","100","x","71","71","43","29","29","x","x","86","0","86","57"
"1","180","Mälarbacken - demensinriktning","Enh 6A","","","40% - 60%","0","100","40","70","40","90","80","60","89","75","88","100","71","57","90","100","90","100","75","67","86","100","100","90","60","100","100"
"1","180","Mälarbacken - demensinriktning","Enh 7A","","","40% - 60%","0","100","45","36","27","100","100","80","88","80","80","80","43","50","100","82","100","90","80","60","43","89","57","90","45","100","100"
"1","180","Mälarbacken - demensinriktning","Enh 8B","","","40% - 60%","0","100","13","0","0","100","71","50","75","63","x","88","x","x","100","88","x","88","x","29","x","100","75","75","43","100","88"
"1","180","Mälarbacken - demensinriktning","Enh 9B","","","40% - 60%","0","100","13","25","13","x","38","75","x","56","67","78","x","57","100","57","67","78","63","x","11","x","x","75","22","100","78"
"1","180","Mälarbacken - somatisk","","","","40% - 60%","0","100","27","32","7","89","68","58","60","40","49","64","27","43","93","67","75","82","63","47","33","54","28","60","33","67","67"
"1","180","Mälarbacken - somatisk","Plan 4","","","40% - 60%","0","100","33","33","0","100","78","67","75","33","44","56","44","50","78","57","56","75","56","56","11","56","38","44","22","71","56"
"1","180","Mälarbacken - somatisk","Plan 5","","","60% - 80%","0","100","17","17","17","77","50","55","50","31","45","54","0","27","100","73","83","75","56","30","33","50","17","54","23","60","62"
"1","180","Mälarbacken - somatisk","Plan 6","","","20% - 40%","0","100","29","43","0","x","57","x","x","57","71","71","x","57","100","x","x","x","x","x","x","x","x","57","29","x","71"
"1","180","Mälarbacken - somatisk","Plan 7","","","40% - 60%","0","100","31","38","8","91","85","54","57","46","42","77","50","45","92","67","85","92","67","58","42","58","40","77","54","78","77"
"1","180","Nockebyhöjden Äldreboende","","","","40% - 60%","100","0","25","37","7","100","89","77","85","81","81","89","71","77","96","83","88","85","73","83","30","87","77","85","57","92","85"
"1","180","Nockebyhöjden Äldreboende","Gruppboende","","","40% - 60%","100","0","31","38","15","100","92","92","92","92","92","100","89","80","100","100","100","100","91","100","57","100","100","100","69","100","92"
"1","180","Nockebyhöjden Äldreboende","Sjukhem","","","40% - 60%","100","0","20","36","0","100","87","64","79","71","71","80","58","75","93","71","80","73","55","69","15","79","62","71","47","83","80"
"23","2326","Myltblomman","","","","60% - 80%","100","0","17","58","33","92","58","67","58","83","67","67","50","50","92","67","92","92","75","58","55","75","58","92","33","x","75"
"1","180","Nymilen","Gruppboende","","","40% - 60%","100","0","33","50","10","63","75","56","11","86","57","89","x","x","100","x","88","88","x","29","57","89","50","78","67","100","89"
"1","180","Nymilen","Sjukhem","","","40% - 60%","100","0","63","38","13","78","67","56","50","89","56","67","33","56","89","67","89","89","44","56","33","89","56","89","33","71","67"
"1","180","Sörklippans äldreboende","","","","60% - 80%","0","100","13","35","23","94","81","58","33","55","65","58","25","38","100","76","86","82","50","42","18","61","50","71","32","83","80"
"1","180","Sörklippans äldreboende","Gruppboende","","","60% - 80%","0","100","13","35","23","94","81","58","33","55","65","58","25","38","100","76","86","82","50","42","18","61","50","71","32","83","80"
"1","180","Finskt Äldrecentrum","","","","40% - 60%","100","0","6","35","0","100","75","40","87","69","73","81","33","46","94","64","93","87","58","60","17","83","27","79","56","85","80"
"1","180","Finskt Äldrecentrum","Sjukhem","","","60% - 80%","100","0","0","71","0","100","71","57","86","43","57","86","x","x","86","x","x","x","x","x","x","x","x","x","x","x","x"
"1","180","Högdalens Vård & Omsorgsboende","","","","40% - 60%","0","100","23","37","12","86","52","55","67","64","58","65","34","48","85","67","79","75","50","52","31","76","46","75","43","82","79"
"1","180","Högdalens Vård & Omsorgsboende","3:E, Somatisk","","","60% - 80%","0","100","10","40","0","88","63","44","67","50","56","56","57","38","78","75","67","70","x","70","25","71","43","67","30","70","78"
"1","180","Högdalens Vård & Omsorgsboende","3:F, Somatisk","","","60% - 80%","0","100","43","29","x","x","57","57","x","71","43","x","x","14","100","x","x","71","x","x","43","x","x","86","29","x","86"
"1","180","Mariahemmet","","","","40% - 60%","100","0","31","36","20","71","76","63","69","58","67","60","32","47","86","80","85","77","52","47","33","63","35","80","50","73","69"
"1","180","Mariahemmet","Gruppboende","","","40% - 60%","100","0","25","33","19","65","75","62","74","62","75","50","17","47","76","74","81","71","39","38","37","72","44","80","50","68","67"
"1","180","Mariahemmet","Sjukhem","","","40% - 60%","100","0","40","40","21","82","77","64","60","53","54","73","46","46","100","91","92","86","78","64","29","50","23","80","50","82","73"
"1","180","Mårtensgården","","","","20% - 40%","0","100","47","47","7","82","86","80","36","93","85","87","50","70","100","100","93","93","75","57","43","83","62","87","73","91","93"
"1","180","Mårtensgården","Gruppboende","","","20% - 40%","0","100","47","47","7","82","86","80","36","93","85","87","50","70","100","100","93","93","75","57","43","83","62","87","73","91","93"
"1","180","Oasen","","","","60% - 80%","100","0","57","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"1","180","Oasen","Gruppboende","","","60% - 80%","100","0","57","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"1","180","Skogsgläntans Gruppb/Äldreliv","","","","40% - 60%","100","0","25","38","25","100","88","100","x","100","100","88","x","x","100","x","100","100","x","57","x","x","x","100","38","88","100"
"1","180","Stureby vård och omsorgsboende","","","","40% - 60%","0","100","24","43","19","89","83","67","84","88","84","84","39","74","98","89","90","94","60","54","44","78","48","86","41","98","92"
"1","180","Stureby vård och omsorgsboende","Avd 175:5 Demensvård","","","40% - 60%","0","100","43","50","13","x","71","88","63","75","63","67","x","x","100","100","78","100","x","67","50","x","x","89","25","100","89"
"1","180","Stureby vård och omsorgsboende","Avd. 175:2  Demensvård","","","40% - 60%","0","100","13","13","13","88","88","25","88","75","71","88","x","x","100","100","100","89","29","x","43","71","x","100","25","100","100"
"1","180","Stureby vård och omsorgsboende","Avd. 175:3  Demensvård","","","40% - 60%","0","100","14","x","29","86","100","89","100","78","100","89","x","x","89","x","100","89","x","63","43","x","x","78","25","86","89"
"1","180","Tussmötegården","","","","60% - 80%","0","100","25","29","4","95","68","50","82","88","72","54","28","30","85","80","85","69","43","56","17","73","50","78","46","81","80"
