"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","","Offentlig","Enskild","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"21","2180","Vallongården","Somatisk","","","40% - 60%","100","0","30","49","8","97","74","47","77","58","42","49","25","50","78","64","73","69","60","41","34","79","70","72","39","86","69"
"21","2180","Vinddraget 14","","","","40% - 60%","0","100","31","39","24","64","65","48","16","79","56","70","38","52","96","76","90","76","44","41","15","73","42","79","30","83","76"
"21","2180","Vinddraget 14","Demens","","","40% - 60%","0","100","27","29","33","55","75","53","15","73","58","71","33","50","100","83","100","87","46","29","8","77","38","93","31","93","80"
"21","2180","Vinddraget 14","Somatisk","","","60% - 80%","0","100","36","50","14","73","57","42","17","86","54","69","42","54","93","69","79","64","42","54","23","69","45","64","29","67","71"
"21","2180","Ängslyckan","","","","60% - 80%","100","0","31","27","13","100","87","93","71","79","77","86","75","92","100","100","93","93","64","67","10","100","69","100","47","100","93"
"21","2180","Ängslyckan","Demens","","","80% - 100%","100","0","14","x","14","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"21","2180","Ängslyckan","Somatisk","","","40% - 60%","100","0","44","33","11","100","89","100","78","67","75","89","78","89","100","100","100","100","67","88","13","100","78","100","44","x","100"
"21","2181","Karl-Johangården dem","","","","20% - 40%","100","0","0","0","0","x","x","29","x","x","x","x","x","x","86","x","71","71","x","57","x","x","x","71","43","x","x"
"21","2181","Kremlan","","","","40% - 60%","100","0","23","26","14","89","71","67","57","62","53","70","45","52","94","79","88","78","41","47","17","80","58","77","44","100","76"
"21","2181","Kremlan","Kremlan  4-5 Äbo","","","60% - 80%","100","0","17","17","17","100","58","58","64","45","50","73","36","60","83","70","75","73","50","45","18","73","70","73","42","100","58"
"21","2181","Kremlan","Kremlan 1-3 + 6 Äbo","","","40% - 60%","100","0","13","27","7","85","81","75","54","63","54","73","46","42","100","100","100","92","31","50","0","85","50","77","50","100","92"
"21","2181","Kremlan","Kremlan demens","","","20% - 40%","100","0","50","38","25","x","71","63","x","86","57","57","57","57","100","57","88","63","x","43","43","x","x","86","38","x","75"
"21","2181","Kv Lillvik","","","","40% - 60%","100","0","19","19","19","100","73","67","38","64","67","60","38","54","87","69","93","79","55","50","23","80","69","80","43","91","79"
"21","2181","Kv Lillvik","Kv Lillvik Silver","","","40% - 60%","100","0","17","25","25","100","73","67","40","70","75","73","30","60","82","78","90","80","50","50","33","91","80","91","36","88","80"
"21","2181","Kv Lillvik","Kv Lillvik Silver","Äldreboende","","40% - 60%","100","0","0","29","0","x","x","43","x","x","x","x","x","x","x","x","x","x","x","43","x","86","x","x","x","x","x"
"21","2181","Ovansjögården","","","","60% - 80%","100","0","14","25","15","89","70","85","71","90","84","75","47","38","95","84","95","95","56","63","25","86","65","86","35","95","81"
"21","2181","Ovansjögården","Äldreboende","","","60% - 80%","100","0","17","24","18","88","65","88","71","89","81","72","36","29","94","81","94","94","50","56","18","83","57","83","29","94","78"
"21","2181","Solbacken demens","","","","20% - 40%","100","0","25","13","22","x","86","56","63","75","75","63","x","x","100","x","63","88","29","63","13","67","38","89","67","x","71"
"21","2181","Solängsgården","","","","60% - 80%","100","0","9","27","9","100","91","80","64","91","82","91","70","80","100","89","100","91","44","55","50","100","70","91","50","100","91"
"21","2181","Tallen","","","","40% - 60%","100","0","17","11","24","81","70","42","41","78","42","70","33","42","96","84","81","77","35","25","21","63","50","79","28","78","89"
"21","2181","Tallen","Tallen 3-8  Äbo","","","40% - 60%","100","0","13","13","17","77","68","32","43","77","33","64","26","33","96","80","77","71","20","18","27","62","44","77","22","79","86"
"21","2181","Vallgården","","","","40% - 60%","100","0","14","43","14","86","x","71","x","71","86","100","x","x","100","x","100","100","43","57","x","71","x","100","x","x","86"
"21","2181","Ängsbacken","","","","40% - 60%","100","0","33","33","10","72","57","32","44","55","45","67","41","63","95","53","90","86","44","53","61","70","53","79","53","80","79"
"21","2181","Ängsbacken","Ängsbacken Äbo","","","40% - 60%","100","0","33","33","10","72","57","32","44","55","45","67","41","63","95","53","90","86","44","53","61","70","53","79","53","80","79"
"21","2181","Åsgården","","","","40% - 60%","100","0","9","36","18","90","67","56","71","75","100","89","71","57","100","86","89","100","100","67","38","88","75","89","60","86","89"
"21","2181","Åsgården","Äldreboende","","","40% - 60%","100","0","13","38","13","100","71","57","x","71","x","86","71","x","100","86","86","100","100","71","x","88","86","100","57","x","100"
"21","2182","Björkbacka","","","","40% - 60%","100","0","26","35","30","72","68","59","56","87","70","52","40","48","95","81","82","78","50","60","18","85","44","70","39","76","82"
"21","2182","Eklunda","","","","40% - 60%","100","0","22","11","33","x","86","75","100","71","71","100","x","x","100","x","100","89","x","67","14","75","75","100","43","100","100"
"21","2182","Enriset","","","","60% - 80%","100","0","16","31","0","93","68","66","30","65","61","66","40","48","90","67","90","86","50","34","21","70","59","67","39","79","84"
"21","2182","Forsgården","","","","60% - 80%","100","0","29","35","6","93","93","79","73","100","73","69","38","46","94","83","100","100","64","64","27","79","54","75","44","100","87"
"21","2182","Hedbacka","","","","20% - 40%","100","0","24","41","24","81","86","100","73","94","85","81","60","56","94","100","94","100","71","85","64","80","82","87","65","87","88"
"21","2182","Kastanjen","","","","40% - 60%","100","0","21","21","21","79","71","71","36","93","77","79","77","46","93","83","92","85","69","86","14","77","75","100","36","100","92"
"21","2182","Linden","","","","60% - 80%","100","0","26","42","0","86","89","85","87","61","53","59","43","67","100","69","94","83","71","44","25","50","27","81","22","75","88"
"21","2182","Åsgården","","","","40% - 60%","100","0","20","34","15","92","65","47","48","76","59","62","19","38","92","69","89","84","37","23","17","67","38","79","34","82","73"
"21","2183","Arbrå","","","","60% - 80%","100","0","23","31","31","96","55","52","71","87","71","78","65","63","96","81","92","83","82","83","35","88","75","96","40","90","88"
"21","2183","Arbrå","Ängslunda","","","60% - 80%","100","0","23","31","31","96","55","52","71","87","71","78","65","63","96","81","92","83","82","83","35","88","75","96","40","90","88"
"21","2183","Arbrå","Ängslunda","B","","40% - 60%","100","0","22","11","22","88","44","56","67","78","67","67","x","38","89","75","78","78","78","78","38","89","67","89","33","x","89"
"21","2183","Bollnäs","","","","40% - 60%","100","0","32","33","10","89","76","65","68","75","67","74","62","75","97","83","90","93","71","62","25","91","71","90","45","90","87"
"21","2183","Bollnäs","Gutenberg","","","60% - 80%","100","0","41","32","18","79","82","65","67","57","68","71","68","80","95","80","100","100","81","64","29","90","77","86","45","85","95"
"21","2183","Bollnäs","Gutenberg","Gruppboende 2","","60% - 80%","100","0","29","14","14","x","71","x","43","57","57","86","x","86","100","71","x","100","86","43","0","100","100","86","43","71","100"
"21","2183","Bollnäs","Gutenberg","Gruppboende 4","","80% - 100%","100","0","43","43","0","x","100","71","x","71","71","57","71","86","86","86","100","100","71","71","29","x","57","71","57","x","86"
"21","2183","Bollnäs","Hamrelund","","","40% - 60%","100","0","32","14","9","90","80","70","70","77","76","73","65","73","100","86","86","91","81","80","15","95","67","91","55","100","95"
"21","2183","Bollnäs","Hamrelund","Gruppboende 1 och trapphus","","40% - 60%","100","0","27","9","9","90","70","90","70","64","64","73","64","73","100","100","91","100","91","90","20","100","73","100","73","100","91"
"21","2183","Bollnäs","Hamrelund","Gruppboende 2 till 4","","60% - 80%","100","0","36","18","9","91","90","50","70","91","90","73","67","73","100","73","82","82","70","70","10","89","57","82","36","100","100"
"21","2183","Bollnäs","Karlslund","","","40% - 60%","100","0","27","42","7","94","71","63","68","83","62","75","56","73","95","83","86","91","58","52","28","90","68","91","41","88","79"
"21","2183","Bollnäs","Karlslund","Enbacken","","60% - 80%","100","0","29","43","14","x","100","57","x","100","43","57","x","x","86","x","86","86","x","57","29","x","x","86","43","86","86"
"21","2183","Bollnäs","Karlslund","Treklövern","","60% - 80%","100","0","14","71","0","x","x","x","x","100","x","86","x","100","100","100","100","100","x","x","71","x","x","100","71","100","x"
"21","2183","Kilafors","","","","40% - 60%","100","0","19","31","19","93","53","43","73","86","57","57","45","60","93","82","93","85","20","15","8","93","62","73","38","86","50"
"21","2183","Kilafors","Hällagården","","","40% - 60%","100","0","19","31","19","93","53","43","73","86","57","57","45","60","93","82","93","85","20","15","8","93","62","73","38","86","50"
"21","2184","Centrala","","","","40% - 60%","100","0","29","45","16","91","82","52","68","77","67","72","47","57","93","74","90","79","50","51","37","77","57","78","45","84","81"
"21","2184","Centrala","Fredens kulle","","","40% - 60%","100","0","26","35","16","100","74","38","82","66","72","70","33","42","93","83","79","75","23","30","24","74","54","69","50","85","72"
"21","2184","Centrala","Fredens kulle","Diamanten","","20% - 40%","100","0","57","29","29","x","x","x","x","71","x","x","x","x","x","x","71","x","x","29","x","x","x","x","29","86","x"
"21","2184","Centrala","Fredens kulle","Opalen","","20% - 40%","100","0","38","38","25","x","71","x","100","29","63","88","x","57","100","x","86","100","x","13","29","71","x","63","75","71","75"
"21","2184","Centrala","Fredens kulle","Rubinen","","40% - 60%","100","0","0","33","0","100","75","43","75","88","75","71","29","38","88","86","88","75","13","25","14","75","71","88","50","100","75"
"21","2184","Centrala","Fredens kulle","Smaragden","","20% - 40%","100","0","14","43","14","x","x","43","86","71","86","x","x","x","86","x","71","71","29","57","x","x","x","71","43","x","57"
"21","2184","Centrala","Helenedal","","","40% - 60%","100","0","22","56","22","86","x","x","x","75","50","71","x","38","75","x","88","71","x","x","x","100","100","75","88","100","71"
"21","2184","Centrala","Håsta äldreboende","","","40% - 60%","100","0","37","53","32","67","79","63","73","84","78","63","38","65","95","80","100","84","56","53","39","83","75","84","33","81","79"
"21","2184","Centrala","Ingsta","","","20% - 40%","100","0","0","38","13","100","71","57","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","43","x","x"
"21","2184","Centrala","Tunbacka","","","60% - 80%","100","0","33","48","8","93","88","52","50","81","63","74","57","62","94","69","91","80","71","59","40","70","47","78","40","76","87"
"21","2184","Centrala","Tunbacka","Tunbacka, plan 2","","60% - 80%","100","0","22","56","22","100","89","75","67","78","44","89","78","89","100","89","100","75","x","63","x","88","29","67","67","x","100"
"21","2184","Centrala","Tunbacka","Tunbacka, plan 3","","60% - 80%","100","0","36","55","0","100","91","73","56","73","82","91","70","60","100","70","100","82","80","70","36","73","60","82","45","100","100"
"21","2184","Centrala","Tunbacka","Tunbacka, plan 4","","80% - 100%","100","0","36","36","8","100","100","18","33","92","73","58","50","67","100","70","82","100","44","27","40","90","x","82","17","75","82"
"21","2184","Centrala","Tunbacka","Tunbacka, plan 5-6","","60% - 80%","100","0","35","47","6","79","75","50","47","80","50","64","38","43","81","56","88","69","80","73","38","47","46","80","40","57","73"
"21","2184","Yttre","","","","40% - 60%","100","0","21","32","12","92","76","69","73","77","73","71","46","60","94","78","89","89","66","65","26","74","51","85","40","87","82"
"21","2184","Yttre","Edsbacka","","","40% - 60%","100","0","17","17","27","91","75","73","67","67","55","75","30","50","92","58","82","83","67","75","45","70","30","92","67","82","75"
"21","2184","Yttre","Edsbacka","Edsbacka, plan 1","","60% - 80%","100","0","13","13","25","100","88","86","x","63","57","88","x","x","100","63","100","88","75","75","43","x","29","88","63","86","88"
"21","2184","Yttre","Edshammar","","","60% - 80%","100","0","21","21","0","100","88","67","65","83","82","68","56","50","94","81","95","83","65","53","26","74","61","83","33","87","82"
"21","2184","Yttre","Edshammar","Edshammar, grupp 3","","60% - 80%","100","0","29","14","0","100","x","100","57","x","x","43","57","x","100","71","86","71","86","29","14","71","x","x","x","x","x"
"21","2184","Yttre","Forsagården","","","40% - 60%","100","0","18","41","12","80","57","64","64","85","69","82","46","69","94","87","82","94","64","38","14","73","50","88","41","87","82"
"21","2184","Yttre","Forsagården","Forsagården, avd 4","","80% - 100%","100","0","0","43","0","x","x","x","x","x","x","86","x","x","86","x","86","86","x","x","x","x","x","x","43","x","86"
"21","2184","Yttre","Frejagården","","","40% - 60%","100","0","25","42","10","100","80","65","65","85","79","75","46","60","89","88","83","80","63","85","21","74","58","80","60","81","80"
"21","2184","Yttre","Frejagården","Frejagården, AB","","60% - 80%","100","0","29","43","14","x","57","43","71","71","43","57","x","x","x","x","x","57","43","71","x","57","43","57","43","x","57"
"21","2184","Yttre","Frejagården","Frejagården, EF","","40% - 60%","100","0","29","x","14","100","100","86","71","100","100","100","57","x","100","x","x","100","x","100","29","x","x","100","57","x","100"
"21","2184","Yttre","Lyckbacken","","","40% - 60%","100","0","18","9","27","86","67","90","91","80","70","82","86","70","100","100","100","100","100","73","38","90","x","100","50","100","100"
"21","2184","Yttre","Månsbacken","","","60% - 80%","100","0","35","43","17","100","77","82","85","87","83","73","42","75","100","79","95","100","75","68","43","86","68","86","26","94","86"
"21","2184","Yttre","Månsbacken","Månsbacken, plan 1","","80% - 100%","100","0","38","50","25","100","100","100","88","100","88","100","x","100","100","100","100","100","100","100","43","86","x","100","50","x","100"
"21","2184","Yttre","Rosenborg","","","40% - 60%","100","0","14","71","14","71","86","71","86","100","86","86","x","100","86","100","100","86","71","71","29","71","x","100","x","x","86"
"21","2184","Yttre","Tryggebo","","","40% - 60%","100","0","10","19","0","89","74","44","72","45","56","45","32","35","90","55","83","83","44","65","5","56","28","70","20","77","72"
"21","2184","Yttre","Tryggebo","Tryggebo, plan 2 + korttids","","80% - 100%","100","0","0","13","0","100","88","57","86","38","63","63","25","50","100","75","100","88","71","75","0","57","50","88","38","x","100"
"22","2260","Furubacken","","","","40% - 60%","100","0","25","64","17","91","70","75","78","92","91","75","50","40","100","78","100","100","75","73","58","89","71","100","58","89","83"
"22","2260","Hallstaborg","","","","40% - 60%","100","0","25","25","13","100","100","88","100","100","x","x","x","100","88","x","88","100","38","86","57","86","x","88","57","x","88"
"22","2260","Parkbacken","","","","40% - 60%","100","0","33","29","17","89","67","71","17","65","64","72","8","54","89","79","87","89","77","31","31","80","38","76","28","92","78"
"22","2260","Spångbrogården","","","","60% - 80%","100","0","15","55","30","94","85","67","57","53","72","94","47","60","100","71","100","95","44","71","30","63","67","100","37","100","95"
"22","2260","Torpsro","","","","60% - 80%","100","0","35","50","15","100","68","70","83","75","78","85","53","85","100","89","95","95","68","58","37","84","56","89","30","90","89"
"22","2262","Hagalid","","","","40% - 60%","100","0","23","27","10","85","57","46","50","55","59","57","23","52","83","50","66","68","42","30","25","70","27","72","36","74","61"
"22","2262","Hagalid","Rönnen","","","40% - 60%","100","0","14","14","14","x","43","57","57","86","x","57","x","71","100","71","x","x","x","x","x","x","0","86","57","x","57"
"22","2262","Hagalid","Servicehus","","","40% - 60%","100","0","19","44","13","87","69","57","38","53","63","56","27","47","75","47","56","67","43","40","31","63","29","67","36","73","53"
"22","2262","Merlogården","","","","40% - 60%","100","0","30","18","18","88","30","30","71","60","50","50","13","33","90","25","44","70","25","13","20","44","x","70","18","60","56"
"22","2262","Strandbo äldreboende","","","","20% - 40%","100","0","30","39","30","90","76","52","44","75","50","48","53","50","77","63","85","76","44","29","14","60","39","75","26","83","81"
"22","2262","Strandbo äldreboende","Servicehus","","","40% - 60%","100","0","36","50","36","92","77","57","46","75","50","57","58","54","86","77","92","86","54","43","8","69","36","85","29","x","86"
"22","2262","Tallnäs äldreboende","","","","40% - 60%","100","0","0","38","0","69","71","71","56","57","58","57","45","46","93","77","86","79","27","23","36","69","42","92","50","92","79"
"22","2280","Brunnegården","","","","60% - 80%","100","0","36","36","14","90","71","75","100","79","79","64","40","64","93","79","86","93","58","64","38","80","57","100","54","100","85"
"22","2280","Härnögården","","","","40% - 60%","100","0","38","43","38","x","x","x","x","86","x","75","x","x","86","x","x","88","29","50","x","x","x","86","25","x","86"
"22","2280","Högsjögården","","","","60% - 80%","100","0","30","55","25","81","87","67","71","90","78","80","38","59","100","82","95","95","63","65","39","89","76","89","32","72","83"
"22","2280","Koltrasten","","","","40% - 60%","100","0","24","24","18","91","47","35","50","69","63","80","42","42","100","79","88","88","36","50","29","71","67","94","47","88","82"
"22","2280","Solbacken","","","","40% - 60%","100","0","30","40","10","x","70","70","x","100","67","80","x","56","100","67","78","89","38","44","30","88","50","89","10","100","67"
"22","2280","Ugglan","","","","40% - 60%","0","100","25","30","10","62","79","65","24","79","74","68","25","56","90","75","89","84","47","30","36","82","60","95","58","87","85"
"22","2280","Ädelhem","","","","60% - 80%","100","0","21","36","18","90","64","56","48","74","59","64","38","39","89","61","81","78","60","50","38","67","50","85","50","80","70"
"22","2280","Ädelhem","1B","","","80% - 100%","100","0","0","14","14","x","43","x","x","x","x","x","x","x","x","x","x","x","x","x","0","57","x","71","43","x","29"
"22","2280","Älandsgården","","","","80% - 100%","0","100","45","50","23","100","100","90","90","95","95","100","85","94","100","100","100","100","100","100","73","100","94","95","74","100","95"
"22","2280","Älandsgården","Grön","","","80% - 100%","0","100","33","56","22","100","100","100","88","100","89","100","x","86","100","x","100","100","100","100","x","100","100","89","86","100","100"
"22","2280","Älandsgården","Gul","","","80% - 100%","0","100","63","38","25","100","x","71","88","100","100","100","x","x","100","x","x","x","x","100","x","x","x","x","71","x","x"
"22","2281","Almedalen","","","","40% - 60%","100","0","25","50","0","x","x","x","x","71","x","71","x","x","100","71","88","63","x","43","25","71","x","50","13","63","71"
"22","2281","Alnösol","","","","60% - 80%","100","0","38","50","13","88","100","86","63","100","88","100","86","x","100","x","100","100","75","100","25","100","x","100","63","x","88"
"22","2281","Björkbacken","","","","40% - 60%","100","0","11","38","33","86","78","67","25","88","100","78","x","x","100","88","88","88","71","63","38","100","88","89","44","x","89"
"22","2281","Granbacken","","","","20% - 40%","100","0","20","40","20","25","60","57","57","80","11","38","38","56","70","67","78","67","29","63","20","67","63","56","30","75","60"
"22","2281","Granlunda","","","","40% - 60%","100","0","15","62","15","78","54","62","42","77","83","75","38","44","92","73","92","92","64","50","42","91","70","92","38","92","92"
"22","2281","Havssundet","","","","40% - 60%","100","0","22","38","11","x","50","44","29","56","50","75","x","x","88","x","75","75","57","29","x","89","50","89","44","x","75"
"22","2281","Kristinelund","","","","40% - 60%","100","0","11","37","5","85","53","47","38","78","53","56","25","65","89","73","89","84","59","35","12","83","47","89","21","79","79"
"22","2281","Kristinelund","Kristinelund 1-3","","","40% - 60%","100","0","17","50","0","75","58","50","30","73","45","64","30","70","92","80","92","83","55","36","20","83","45","92","25","89","83"
"22","2281","Kristinelund","Kristinelund 4-5","","","20% - 40%","100","0","0","14","14","x","43","43","x","86","x","43","x","57","86","x","86","86","x","x","0","x","x","86","14","x","71"
"22","2281","Lindgården","","","","40% - 60%","100","0","26","36","18","83","77","64","55","78","74","75","36","52","90","73","83","84","70","56","35","75","48","81","46","90","81"
"22","2281","Lindgården","Lindgården Aspen/Björken","","","40% - 60%","100","0","31","46","15","78","64","54","45","85","73","69","67","60","92","67","92","92","80","33","30","67","40","75","54","90","92"
"22","2281","Lindgården","Lindgården Aspen/Björken","Björken","","40% - 60%","100","0","14","43","0","x","x","57","x","71","x","71","x","x","86","x","86","86","x","29","x","57","x","x","57","x","86"
"22","2281","Lindgården","Lindgården Granen/Boken/Tallen","","","20% - 40%","100","0","31","31","31","x","69","77","64","77","77","83","0","50","100","90","75","85","75","80","33","69","50","92","38","100","85"
"22","2281","Lindgården","Lindgården Pilen/Kastanjen","","","40% - 60%","100","0","15","31","8","80","100","60","55","73","70","73","36","44","77","57","82","77","55","58","42","91","56","73","46","78","67"
"22","2281","Lindgården","Lindgården Pilen/Kastanjen","Pilen","","60% - 80%","100","0","14","14","0","71","x","x","x","x","x","x","x","x","86","x","x","57","x","x","x","x","x","x","43","x","x"
"22","2281","Ljustagården","","","","20% - 40%","100","0","20","30","30","56","88","33","0","67","67","78","50","63","89","63","89","80","44","14","10","75","x","89","30","78","78"
"22","2281","Skogsbrynet 1-2","","","","40% - 60%","100","0","38","13","13","x","88","57","x","100","88","88","x","x","100","x","100","100","x","x","x","86","x","100","0","x","100"
"22","2281","Skottsundsbacken","","","","40% - 60%","100","0","18","27","29","100","74","72","70","76","73","61","38","47","90","76","90","84","52","53","26","79","57","83","46","85","79"
"22","2281","Skottsundsbacken","Skottsundsbacken avd 1-3","","","40% - 60%","100","0","19","38","25","100","81","56","71","73","80","60","14","31","100","85","94","100","36","36","38","100","67","93","50","80","88"
"22","2281","Skottsundsbacken","Skottsundsbacken avd 1-3","Avd 3","","60% - 80%","100","0","13","25","25","x","75","63","57","50","75","63","x","14","100","x","100","100","x","14","25","100","x","x","50","63","88"
"22","2281","Skottsundsbacken","Skottsundsbacken avd 4-6","","","40% - 60%","100","0","7","29","21","100","67","100","75","80","71","62","58","57","80","64","87","73","77","75","20","50","38","79","40","91","71"
"22","2281","Skottsundsbacken","Skottsundsbacken avd 7-8","","","20% - 40%","100","0","38","0","50","x","71","57","57","75","63","63","x","57","88","x","88","75","29","50","14","86","x","71","50","88","75"
"22","2281","Solgården","","","","60% - 80%","100","0","20","40","40","x","88","57","x","75","x","86","x","x","88","57","88","88","50","43","71","57","57","100","22","x","63"
"22","2281","Solhaga","","","","40% - 60%","100","0","19","55","5","95","80","67","74","75","72","75","50","58","95","84","95","95","42","56","30","90","53","90","50","82","86"
"22","2281","Thulegården","","","","40% - 60%","100","0","22","22","22","88","100","78","100","100","67","75","x","x","100","75","78","100","67","89","14","78","75","89","78","100","100"
"22","2281","Tingsta","","","","40% - 60%","100","0","5","40","15","71","71","63","75","80","80","74","50","53","90","64","94","89","68","50","18","71","43","83","25","88","89"
"22","2281","Tunastrand","","","","60% - 80%","100","0","38","38","19","86","73","79","77","75","57","94","80","69","100","86","93","100","75","87","15","86","73","88","27","100","88"
"22","2282","Kaptenen","","","","60% - 80%","100","0","12","24","29","78","83","75","83","81","57","80","40","40","81","73","87","88","82","45","25","69","44","73","44","100","75"
"22","2282","Kvarnbacken","","","","40% - 60%","100","0","16","36","0","91","74","57","35","83","67","87","52","65","96","95","92","91","58","45","30","85","63","75","40","90","88"
"22","2282","Kvarnbacken","Kvarnbacken 1","","","40% - 60%","100","0","23","23","0","100","75","75","63","83","67","91","55","60","100","100","100","92","70","62","17","100","78","85","46","100","92"
"22","2282","Kvarnbacken","Kvarnbacken 2","","","40% - 60%","100","0","8","50","0","80","73","36","11","83","67","83","50","70","92","90","82","90","44","22","45","70","50","64","33","78","83"
"22","2282","Nybo","","","","40% - 60%","100","0","18","27","0","78","67","75","71","64","64","82","33","89","100","70","82","91","89","56","9","80","57","91","36","x","91"
"22","2282","Sundbrolund","","","","40% - 60%","100","0","17","45","4","89","80","71","58","86","75","80","56","65","100","88","100","100","76","50","42","90","79","90","41","94","90"
"22","2282","Sundbrolund","Sundbrolund 1","","","40% - 60%","100","0","11","50","11","x","71","50","x","86","100","100","x","x","100","x","100","100","75","43","x","100","x","88","56","100","86"
"22","2282","Sundbrolund","Sundbrolund 2","","","40% - 60%","100","0","21","43","0","86","85","85","54","86","62","67","55","55","100","92","100","100","77","54","36","85","77","92","31","91","92"
"22","2282","Viktoriagården","","","","40% - 60%","100","0","22","33","17","78","81","86","79","90","89","80","73","88","91","90","87","91","65","67","37","85","75","95","43","95","90"
"22","2282","Viktoriagården","Viktoriagården 1","","","40% - 60%","100","0","24","28","6","92","87","80","85","87","85","73","73","83","88","87","82","88","58","67","29","80","67","93","28","94","88"
"22","2283","Graningebyn","","","","80% - 100%","100","0","9","55","9","100","82","82","73","80","64","90","75","82","100","90","100","91","70","91","40","70","38","100","55","100","100"
"22","2283","Gunillagården","","","","20% - 40%","100","0","29","14","14","x","x","x","x","71","x","x","x","x","86","x","86","71","x","x","x","x","x","57","29","x","57"
"22","2283","Lissgården","","","","40% - 60%","100","0","30","40","20","100","80","80","56","100","50","90","50","88","100","89","100","100","78","56","40","100","x","100","25","x","100"
"22","2283","Nipgården","","","","80% - 100%","100","0","29","57","43","100","86","43","x","57","71","86","57","57","100","71","86","86","x","71","29","86","x","100","0","x","100"
"22","2283","Nipudden","","","","40% - 60%","100","0","30","30","20","100","90","90","100","80","70","100","86","78","100","100","89","100","100","90","30","100","80","100","50","100","100"
"22","2283","Rådomsgården","","","","60% - 80%","0","100","25","13","0","x","86","100","88","100","86","75","x","86","88","88","x","86","x","71","x","x","x","x","43","x","x"
"22","2283","Skärvstagården","","","","40% - 60%","100","0","12","35","3","89","70","50","45","76","67","73","41","33","97","59","94","94","68","63","37","85","58","93","27","85","88"
"22","2283","Skärvstagården","Skärvstagården 1B + 1C","","","20% - 40%","100","0","13","38","13","86","x","x","43","57","x","x","43","50","100","x","86","x","x","71","x","x","x","x","14","86","86"
"22","2283","Skärvstagården","Skärvstagården 1D","","","60% - 80%","100","0","22","56","0","89","78","75","86","78","67","67","38","50","100","71","100","100","88","75","44","67","56","100","33","86","100"
"22","2283","Skärvstagården","Skärvstagården demenscentrum","","","20% - 40%","100","0","6","24","0","91","67","44","27","82","69","80","43","14","93","57","94","88","57","53","25","92","67","88","29","85","81"
"22","2283","Solgården","","","","40% - 60%","100","0","20","20","10","86","67","78","71","80","89","50","57","44","100","63","88","88","86","56","38","86","50","89","10","x","78"
"22","2283","Ärebo","","","","60% - 80%","100","0","39","33","6","88","61","61","60","83","78","71","57","56","100","71","89","94","56","35","31","71","45","76","50","75","83"
"22","2284","Arnäsgården Vård-och Omsorgsboe","","","","40% - 60%","100","0","33","13","33","63","67","53","67","93","73","73","75","78","93","83","93","86","92","87","42","64","50","87","27","83","80"
"22","2284","Bjästagården","","","","20% - 40%","100","0","36","36","36","95","71","75","60","70","68","80","44","55","90","80","86","90","74","67","55","90","82","86","50","93","90"
"22","2284","Bjästagården","Bjästa Vård- och Omsorgsboende","","","40% - 60%","100","0","17","50","33","100","55","70","55","50","44","70","30","55","91","80","82","91","56","64","40","91","78","82","42","88","91"
"22","2284","Bjästagården","Bjästa Vård- och Omsorgsboende","VoB","","20% - 40%","100","0","14","57","29","100","43","x","43","x","x","x","x","43","86","x","71","86","x","57","x","86","x","71","14","x","86"
"22","2284","Bjästagården","Bjästagården servicehus","","","20% - 40%","100","0","60","20","40","89","90","80","67","90","90","90","63","56","90","80","90","90","90","70","70","89","88","90","60","100","90"
"22","2284","Bjästagården","Bjästagården servicehus","servicehus","","20% - 40%","100","0","60","20","40","89","90","80","67","90","90","90","63","56","90","80","90","90","90","70","70","89","88","90","60","100","90"
"22","2284","Björkhem Vård- och Omsorgsboend","","","","20% - 40%","100","0","13","43","0","x","71","71","x","86","71","86","x","86","100","100","100","100","x","x","43","86","86","100","43","100","86"
"22","2284","Björnaborg Vård-och omsorgsboen","","","","40% - 60%","100","0","18","32","23","72","76","77","75","82","86","85","47","56","100","94","95","95","74","61","18","94","67","90","23","94","95"
"22","2284","Björnaborg Vård-och omsorgsboen","VoB Björna sjukhem","","","40% - 60%","100","0","0","57","0","86","x","71","71","71","x","x","x","x","100","x","x","x","x","x","x","x","x","x","29","x","x"
"22","2284","Björnaborg Vård-och omsorgsboen","VoB åhem","","","60% - 80%","100","0","27","18","18","78","73","73","78","82","82","91","50","40","100","90","91","100","80","63","30","90","44","82","9","100","100"
"22","2284","Båtsmanstorpet Vård-och Omsorgs","","","","60% - 80%","100","0","35","47","24","92","88","82","80","88","82","82","77","67","94","71","94","100","38","65","40","94","79","88","60","100","88"
"22","2284","Eken servicehus","","","","60% - 80%","100","0","19","53","5","93","85","33","39","76","68","57","60","56","90","84","90","81","79","26","33","81","69","83","53","100","89"
"22","2284","Husum Vård-och omsorgsboende","","","","40% - 60%","100","0","29","38","12","87","65","53","43","59","63","82","46","65","100","88","82","81","50","81","20","100","86","94","53","100","71"
"22","2284","Husum Vård-och omsorgsboende","VoB","","","40% - 60%","100","0","25","33","6","86","63","50","38","56","60","81","42","63","100","88","81","80","47","80","21","100","85","94","50","100","69"
