"Läns-kod","Kommun-kod","Enhet, nivå 1","","","","","place holder1","place holder 2","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"13","1382","Hjortsberg","","","","40-60","0","0","17","33","28","87","82","60","50","80","65","59","15","50","82","71","81","72","46","33","53","65","60","67","39","64","72"
"13","1382","Hjortsberg","Hjortsberg nivå 2","","","40-60","0","0","17","33","17","80","73","60","44","73","58","45","20","45","73","58","73","58","38","33","50","58","64","58","50","67","58"
"13","1382","Solhaga","","","","40-60","0","0","10","20","10","94","83","74","84","75","78","67","54","35","89","67","80","80","56","47","17","82","47","79","45","94","89"
"13","1382","Solhaga","Solhaga nivå 2","","","40-60","0","0","6","24","6","93","87","75","81","71","80","69","58","38","94","67","82","82","53","43","13","80","47","81","41","93","88"
"13","1382","Tallgläntan","","","","40-60","0","0","22","39","26","100","89","83","94","94","100","82","67","92","100","88","100","94","86","71","50","73","54","100","47","100","89"
"13","1382","Älvgården","","","","40-60","0","0","20","60","20","78","100","80","90","90","90","80","44","80","100","90","100","90","90","90","40","80","90","100","40","x","100"
"13","1382","Ätranhemmet","","","","40-60","0","0","38","50","13","x","75","57","71","75","75","71","57","86","100","86","86","100","86","x","57","x","43","100","86","x","86"
"13","1383","Ekekullen","","","","60-80","0","0","20","13","13","50","73","73","87","87","80","86","62","92","100","92","100","100","100","80","33","79","69","100","40","85","93"
"13","1383","Humana","","","","60-80","0","0","8","25","4","88","54","70","83","74","62","78","60","79","96","90","92","96","74","78","17","90","83","91","43","100","96"
"13","1383","Humana","Humana Sannavägen 11 A","","","60-80","0","0","0","20","0","88","60","70","90","70","63","78","x","x","100","100","90","100","71","67","0","100","x","78","44","100","90"
"13","1383","Kungsängen","","","","40-60","0","0","33","29","36","71","93","87","86","100","100","93","75","86","100","100","100","100","100","93","46","100","80","100","67","100","100"
"13","1383","Limagården","","","","40-60","0","0","14","39","13","91","83","70","76","100","77","73","53","71","100","90","96","91","75","77","35","90","71","86","48","95","100"
"13","1383","Lindgården","","","","40-60","0","0","27","60","7","83","87","87","86","80","93","93","69","71","100","100","100","100","100","100","21","100","69","93","47","90","100"
"13","1383","Norlandia","","","","60-80","0","0","32","39","10","96","93","65","79","81","71","74","62","74","97","93","97","93","88","80","26","82","67","86","45","96","93"
"13","1383","Norlandia","Norlandia Karl Nordströmsväg 1","","","60-80","0","0","43","57","14","x","86","x","x","71","x","71","x","x","x","x","x","x","x","100","x","x","x","100","43","x","x"
"13","1383","Norlandia","Norlandia Karl Nordströmsväg 15","","","40-60","0","0","43","43","14","x","100","71","86","100","86","100","x","x","100","100","100","100","100","86","29","86","86","100","71","100","100"
"13","1383","Norlandia","Norlandia Karl Nordströmsväg 9A","","","60-80","0","0","25","13","13","86","86","x","x","88","57","75","x","57","100","86","88","88","x","50","x","71","57","x","38","86","88"
"13","1383","Norlandia","Norlandia Karl Nordströmsväg 9B","","","80-100","0","0","22","44","0","100","100","57","78","67","63","56","67","78","89","89","100","89","71","88","44","88","71","78","33","x","89"
"13","1383","Träslövsvägen 23 A-D","","","","40-60","0","0","25","31","31","100","86","75","87","100","77","67","60","78","100","91","88","94","67","64","36","64","75","100","47","92","93"
"13","1383","Träslövsvägen 23 E-K","","","","60-80","0","0","25","52","4","86","85","63","59","67","57","69","48","57","89","71","85","85","43","38","28","58","61","72","30","81","81"
"13","1383","Träslövsvägen 27 A-F","","","","60-80","0","0","30","40","10","97","80","58","89","83","77","69","50","72","83","71","83","76","62","60","27","52","45","68","24","81","77"
"13","1383","Träslövsvägen 27 A-F","Träslövsvägen 27 A","","","80-100","0","0","14","43","29","86","86","x","x","x","x","57","71","57","86","57","100","86","x","57","29","43","43","86","14","x","100"
"13","1383","Vardaga","","","","40-60","0","0","37","32","16","61","63","54","61","68","63","69","48","61","93","82","87","85","42","66","22","89","71","84","49","89","85"
"13","1383","Vardaga","Vardaga Brearedsvägen 6","","","40-60","0","0","0","25","0","x","43","25","43","29","43","25","x","29","x","x","57","57","x","x","0","x","x","63","57","71","29"
"13","1383","Videbo","","","","60-80","0","0","35","37","10","71","89","89","89","85","94","84","74","71","95","89","85","90","78","89","31","88","69","94","50","100","86"
"13","1384","Bedagården","","","","40-60","0","0","42","38","23","92","77","75","62","92","67","73","43","10","100","92","85","92","67","69","40","73","58","85","75","91","92"
"13","1384","Blåvingevägen 33","","","","40-60","0","0","22","41","9","89","67","87","82","95","95","52","42","71","96","86","86","86","61","77","40","56","50","95","29","83","86"
"13","1384","Blåvingevägen 33","Blåvingevägen 33A/33B","","","40-60","0","0","10","33","10","89","75","100","80","100","100","44","38","56","90","70","89","78","67","67","29","75","x","100","22","80","89"
"13","1384","Blåvingevägen 33","Blåvingevägen 33E/33F","","","80-100","0","0","57","57","0","x","43","71","x","100","100","x","29","71","100","100","71","100","x","71","29","x","x","86","29","x","86"
"13","1384","Bukärrsgården","","","","40-60","0","0","25","33","21","95","61","40","37","73","67","68","24","38","93","65","81","73","32","48","36","70","45","70","38","65","74"
"13","1384","Bukärrsgården","Bukärrsgården Nordan","","","40-60","0","0","27","30","27","100","67","50","27","80","70","55","22","50","90","75","90","80","50","10","25","70","50","73","44","78","82"
"13","1384","Bukärrsgården","Bukärrsgården Västran","","","60-80","0","0","24","35","18","92","57","33","44","69","64","79","25","31","94","60","75","69","21","71","41","71","43","69","35","50","69"
"13","1384","Bukärrsgården","Bukärrsgården Västran","Västran B2","","60-80","0","0","14","14","29","x","x","x","x","x","x","x","0","0","86","43","57","x","x","71","14","43","x","86","29","x","71"
"13","1384","Bukärrsgården","Bukärrsgården Västran","Västran Furubergsvägen","","60-80","0","0","38","50","13","x","57","38","50","75","71","71","29","43","100","x","86","75","x","63","50","88","71","57","38","x","71"
"13","1384","Ekhaga Äldreboende","","","","60-80","0","0","27","42","15","92","89","63","73","66","56","74","43","55","98","78","86","87","76","61","28","67","51","79","42","91","78"
"13","1384","Ekhaga Äldreboende","Ekhaga Äb Björken/Linden","","","40-60","0","0","18","36","9","100","90","50","67","60","44","60","43","67","100","60","75","90","x","50","22","75","57","78","40","90","80"
"13","1384","Ekhaga Äldreboende","Ekhaga Äb Björken/Linden","Ekhaga Äb Linden","","40-60","0","0","13","38","13","x","88","63","71","43","x","71","x","x","100","86","71","88","x","50","29","x","x","71","38","88","75"
"13","1384","Ekhaga Äldreboende","Ekhaga Äb Eken/Kastanjen","","","60-80","0","0","21","42","8","95","95","68","79","59","55","71","37","47","100","83","91","87","73","55","32","65","50","73","45","87","77"
"13","1384","Ekhaga Äldreboende","Ekhaga Äb Eken/Kastanjen","Ekhaga Äb Eken","","60-80","0","0","11","44","22","100","100","57","100","75","50","x","25","x","100","x","88","88","x","67","x","67","38","75","57","x","100"
"13","1384","Ekhaga Äldreboende","Ekhaga Äb Eken/Kastanjen","Ekhaga Äb Kastanjen","","60-80","0","0","27","40","0","90","93","75","67","50","58","67","45","50","100","100","93","87","67","46","23","64","58","71","40","92","64"
"13","1384","Ekhaga Äldreboende","Ekhaga Äb Granen/Tallen","","","40-60","0","0","46","46","31","80","77","67","67","83","67","91","55","58","92","89","83","85","89","83","27","67","50","92","38","100","77"
"13","1384","Ekhaga Äldreboende","Ekhaga Äb Granen/Tallen","Ekhaga Äb Granen","","60-80","0","0","40","60","30","75","80","67","70","89","67","89","50","50","100","86","80","90","88","90","38","67","50","90","30","100","80"
"13","1384","Kolla Äldreboende","","","","40-60","0","0","36","44","29","100","93","67","85","96","81","68","52","63","100","77","88","88","71","68","35","70","67","81","44","88","86"
"13","1384","Kolla Äldreboende","Kolla Ejdern/Måsen","","","60-80","0","0","54","54","38","100","92","75","85","100","85","85","64","62","100","83","92","100","83","92","38","62","64","85","50","100","92"
"13","1384","Kolla Äldreboende","Kolla Ejdern/Måsen","Kolla Måsen","","60-80","0","0","67","44","44","100","100","89","89","100","78","78","75","56","100","75","89","100","89","89","22","67","71","89","33","100","100"
"13","1384","Kolla Äldreboende","Kolla Korallen/Pärlan","","","20-40","0","0","29","x","14","x","100","57","71","100","86","71","x","x","100","x","x","100","x","x","x","x","x","100","57","100","100"
"13","1384","Kolla Äldreboende","Kolla Piren/Udden","","","20-40","0","0","13","25","25","100","88","63","100","86","71","38","x","x","100","x","71","x","x","x","14","x","x","x","25","x","63"
"13","1384","Löftagårdens Äldreboende","","","","40-60","0","0","25","38","24","79","73","75","59","93","79","67","46","64","94","100","75","100","47","50","43","62","50","81","69","100","88"
"13","1384","Löftagårdens Äldreboende","Löftagården Blåklockan/Ginsten","","","60-80","0","0","13","25","0","x","71","63","33","88","57","63","57","x","100","x","50","x","25","38","14","x","43","75","63","100","88"
"13","1384","Löftagårdens Äldreboende","Löftagården Iris norr/Iris söd.","","","40-60","0","0","38","50","50","75","75","88","88","100","100","71","x","x","88","100","100","100","71","63","71","71","x","88","75","100","88"
"13","1384","Måhaga Äldreboende","","","","40-60","0","0","26","30","19","87","67","67","58","81","72","48","43","50","89","79","85","81","55","52","29","62","32","76","48","91","72"
"13","1384","Måhaga Äldreboende","Måhaga Äldreboende Väster","","","60-80","0","0","33","40","33","92","75","80","60","87","79","60","73","62","93","92","93","93","67","60","33","64","54","92","60","92","77"
"13","1384","Måhaga Äldreboende","Måhaga Äldreboende Väster","Måhaga Väster Solbacka","","60-80","0","0","29","0","57","x","x","86","43","71","x","57","x","x","86","x","x","100","x","71","x","x","x","x","57","x","x"
"13","1384","Måhaga Äldreboende","Måhaga Äldreboende Öster","","","40-60","0","0","17","17","0","82","58","50","55","75","64","33","10","36","83","67","75","67","40","42","25","58","8","58","33","90","67"
"13","1384","Signeshus Äldreboende","","","","60-80","0","0","30","31","15","94","90","68","76","69","70","66","27","69","100","83","89","85","59","67","28","67","47","82","54","87","85"
"13","1384","Signeshus Äldreboende","Signeshus Äldreboende Norr","","","60-80","0","0","42","37","16","87","79","63","71","63","75","67","7","72","100","82","83","89","63","74","21","56","33","78","58","81","83"
"13","1384","Signeshus Äldreboende","Signeshus Äldreboende Norr","Signeshus Norr 5C","","60-80","0","0","43","29","14","x","86","57","57","71","57","86","x","57","100","86","86","86","x","57","0","57","x","57","43","71","71"
"13","1384","Signeshus Äldreboende","Signeshus Äldreboende Väster","","","60-80","0","0","19","25","14","100","100","74","80","75","67","65","44","67","100","83","95","80","57","60","33","78","60","85","50","93","86"
"13","1384","Signeshus Äldreboende","Signeshus Äldreboende Väster","Signeshus Väster 9B","","80-100","0","0","22","22","0","100","100","56","78","67","67","67","38","78","100","89","89","89","44","56","22","78","63","89","38","88","89"
"13","1384","Signeshus/Djäknegården","","","","60-80","0","0","18","9","13","83","75","67","80","84","56","67","64","64","96","88","85","90","33","42","25","76","50","89","77","100","86"
"13","1384","Signeshus/Djäknegården","Brokö/Hällesö","","","60-80","0","0","20","18","18","100","78","60","80","80","57","70","x","x","100","100","80","100","x","67","43","56","38","89","82","100","100"
"13","1384","Signeshus/Djäknegården","Ramnö/Vindö","","","60-80","0","0","17","0","8","70","73","73","80","89","56","64","56","63","92","80","90","83","30","20","11","92","60","90","73","100","73"
"13","1384","Signeshus/Djäknegården","Ramnö/Vindö","Vindö","","60-80","0","0","13","0","0","x","71","75","71","x","x","57","x","x","100","x","100","88","29","14","x","88","x","100","71","x","71"
"13","1384","Tölö Smedja","","","","60-80","0","0","25","43","25","x","x","57","57","75","75","88","x","x","100","100","x","100","x","x","x","x","x","100","38","100","88"
"13","1384","Tölö Smedja","Tölö Smedja Blåklockan/ Linnean","","","60-80","0","0","25","43","25","x","x","57","57","75","75","88","x","x","100","100","x","100","x","x","x","x","x","100","38","100","88"
"13","1384","Vickans Äldreboende","","","","60-80","0","0","18","35","12","100","87","87","93","80","86","81","63","56","100","86","88","94","73","56","19","56","33","81","47","91","76"
